locationID,continent,country,stateProvince,countryCode,isCustomRegion,verbatimCountry
MOBI_adm1_1,Europe,Andorra,Andorra la Vella,AD,No,Andorra
MOBI_adm1_2,Europe,Andorra,Canillo,AD,No,Andorra
MOBI_adm1_3,Europe,Andorra,Encamp,AD,No,Andorra
MOBI_adm1_4,Europe,Andorra,Escaldes-Engordany,AD,No,Andorra
MOBI_adm1_5,Europe,Andorra,La Massana,AD,No,Andorra
MOBI_adm1_6,Europe,Andorra,Ordino,AD,No,Andorra
MOBI_adm1_7,Europe,Andorra,Sant Julia de Loria,AD,No,Andorra
MOBI_adm1_8,Asia,United Arab Emirates (the),Abu Dhabi,AE,No,United Arab Emirates
MOBI_adm1_9,Asia,United Arab Emirates (the),Dubai,AE,No,United Arab Emirates
MOBI_adm1_10,Asia,United Arab Emirates (the),Fujairah,AE,No,United Arab Emirates
MOBI_adm1_11,Asia,United Arab Emirates (the),Ras al-Khaimah,AE,No,United Arab Emirates
MOBI_adm1_12,Asia,United Arab Emirates (the),Sharjah,AE,No,United Arab Emirates
MOBI_adm1_13,Asia,United Arab Emirates (the),Umm al-Quwain,AE,No,United Arab Emirates
MOBI_adm1_14,Asia,Afghanistan,Badakhshan,AF,No,Afghanistan
MOBI_adm1_15,Asia,Afghanistan,Badghis,AF,No,Afghanistan
MOBI_adm1_16,Asia,Afghanistan,Baghlan,AF,No,Afghanistan
MOBI_adm1_17,Asia,Afghanistan,Balkh,AF,No,Afghanistan
MOBI_adm1_18,Asia,Afghanistan,Bamyan,AF,No,Afghanistan
MOBI_adm1_19,Asia,Afghanistan,Daykundi,AF,No,Afghanistan
MOBI_adm1_20,Asia,Afghanistan,Farah,AF,No,Afghanistan
MOBI_adm1_21,Asia,Afghanistan,Faryab,AF,No,Afghanistan
MOBI_adm1_22,Asia,Afghanistan,Ghanzi,AF,No,Afghanistan
MOBI_adm1_23,Asia,Afghanistan,Ghor,AF,No,Afghanistan
MOBI_adm1_24,Asia,Afghanistan,Helmand,AF,No,Afghanistan
MOBI_adm1_25,Asia,Afghanistan,Herat,AF,No,Afghanistan
MOBI_adm1_26,Asia,Afghanistan,Jowzjan,AF,No,Afghanistan
MOBI_adm1_27,Asia,Afghanistan,Kabul,AF,No,Afghanistan
MOBI_adm1_28,Asia,Afghanistan,Kandahar,AF,No,Afghanistan
MOBI_adm1_29,Asia,Afghanistan,Kapisa,AF,No,Afghanistan
MOBI_adm1_30,Asia,Afghanistan,Khost,AF,No,Afghanistan
MOBI_adm1_31,Asia,Afghanistan,Kunar,AF,No,Afghanistan
MOBI_adm1_32,Asia,Afghanistan,Kunduz,AF,No,Afghanistan
MOBI_adm1_33,Asia,Afghanistan,Laghman,AF,No,Afghanistan
MOBI_adm1_34,Asia,Afghanistan,Logar,AF,No,Afghanistan
MOBI_adm1_35,Asia,Afghanistan,Nangarhar,AF,No,Afghanistan
MOBI_adm1_36,Asia,Afghanistan,Nimruz,AF,No,Afghanistan
MOBI_adm1_37,Asia,Afghanistan,Nuristan,AF,No,Afghanistan
MOBI_adm1_38,Asia,Afghanistan,Paktia,AF,No,Afghanistan
MOBI_adm1_39,Asia,Afghanistan,Paktika,AF,No,Afghanistan
MOBI_adm1_40,Asia,Afghanistan,Panjshir,AF,No,Afghanistan
MOBI_adm1_41,Asia,Afghanistan,Parwan,AF,No,Afghanistan
MOBI_adm1_42,Asia,Afghanistan,Samangan,AF,No,Afghanistan
MOBI_adm1_43,Asia,Afghanistan,Sar-e Pol,AF,No,Afghanistan
MOBI_adm1_44,Asia,Afghanistan,Takhar,AF,No,Afghanistan
MOBI_adm1_45,Asia,Afghanistan,Uruzgan,AF,No,Afghanistan
MOBI_adm1_46,Asia,Afghanistan,Wardak,AF,No,Afghanistan
MOBI_adm1_47,Asia,Afghanistan,Zabul,AF,No,Afghanistan
MOBI_adm1_48,Americas,Antigua and Barbuda,Barbuda,AG,No,Antigua & Barbuda
MOBI_adm1_49,Americas,Antigua and Barbuda,Redonda,AG,No,Antigua & Barbuda
MOBI_adm1_50,Americas,Antigua and Barbuda,Saint George,AG,No,Antigua & Barbuda
MOBI_adm1_51,Americas,Antigua and Barbuda,Saint John,AG,No,Antigua & Barbuda
MOBI_adm1_52,Americas,Antigua and Barbuda,Saint Mary,AG,No,Antigua & Barbuda
MOBI_adm1_53,Americas,Antigua and Barbuda,Saint Paul,AG,No,Antigua & Barbuda
MOBI_adm1_54,Americas,Antigua and Barbuda,Saint Peter,AG,No,Antigua & Barbuda
MOBI_adm1_55,Americas,Antigua and Barbuda,Saint Philip,AG,No,Antigua & Barbuda
MOBI_adm1_56,Europe,Albania,Berat,AL,No,Albania
MOBI_adm1_57,Europe,Albania,Dibër,AL,No,Albania
MOBI_adm1_58,Europe,Albania,Durrës,AL,No,Albania
MOBI_adm1_59,Europe,Albania,Elbasan,AL,No,Albania
MOBI_adm1_60,Europe,Albania,Fier,AL,No,Albania
MOBI_adm1_61,Europe,Albania,Gjirokastër,AL,No,Albania
MOBI_adm1_62,Europe,Albania,Korçë,AL,No,Albania
MOBI_adm1_63,Europe,Albania,Kukës,AL,No,Albania
MOBI_adm1_64,Europe,Albania,Lezhë,AL,No,Albania
MOBI_adm1_65,Europe,Albania,Shkodër,AL,No,Albania
MOBI_adm1_66,Europe,Albania,Tiranë,AL,No,Albania
MOBI_adm1_67,Europe,Albania,Vlorë,AL,No,Albania
MOBI_adm1_68,Asia,Armenia,Aragatsotn,AM,No,Armenia
MOBI_adm1_69,Asia,Armenia,Ararat,AM,No,Armenia
MOBI_adm1_70,Asia,Armenia,Armavir,AM,No,Armenia
MOBI_adm1_71,Asia,Armenia,Gegharkunik,AM,No,Armenia
MOBI_adm1_72,Asia,Armenia,Kotayk,AM,No,Armenia
MOBI_adm1_73,Asia,Armenia,Lori,AM,No,Armenia
MOBI_adm1_74,Asia,Armenia,Shirak,AM,No,Armenia
MOBI_adm1_75,Asia,Armenia,Syunik,AM,No,Armenia
MOBI_adm1_76,Asia,Armenia,Tavush,AM,No,Armenia
MOBI_adm1_77,Asia,Armenia,Vayots Dzor,AM,No,Armenia
MOBI_adm1_78,Asia,Armenia,Yerevan,AM,No,Armenia
MOBI_adm1_79,Africa,Angola,Bengo,AO,No,Angola
MOBI_adm1_80,Africa,Angola,Benguela,AO,No,Angola
MOBI_adm1_81,Africa,Angola,Bié,AO,No,Angola
MOBI_adm1_82,Africa,Angola,Cabinda,AO,No,Angola
MOBI_adm1_83,Africa,Angola,Cuando Cubango,AO,No,Angola
MOBI_adm1_84,Africa,Angola,Cuanza Norte,AO,No,Angola
MOBI_adm1_85,Africa,Angola,Cuanza Sul,AO,No,Angola
MOBI_adm1_86,Africa,Angola,Cunene,AO,No,Angola
MOBI_adm1_87,Africa,Angola,Huambo,AO,No,Angola
MOBI_adm1_88,Africa,Angola,Huíla,AO,No,Angola
MOBI_adm1_89,Africa,Angola,Luanda,AO,No,Angola
MOBI_adm1_90,Africa,Angola,Lunda Norte,AO,No,Angola
MOBI_adm1_91,Africa,Angola,Lunda Sul,AO,No,Angola
MOBI_adm1_92,Africa,Angola,Malanje,AO,No,Angola
MOBI_adm1_93,Africa,Angola,Moxico,AO,No,Angola
MOBI_adm1_94,Africa,Angola,Namibe,AO,No,Angola
MOBI_adm1_95,Africa,Angola,Uíge,AO,No,Angola
MOBI_adm1_96,Africa,Angola,Zaire,AO,No,Angola
MOBI_adm1_97,Antarctica,Antarctica,Antarctica,AQ,No,Antarctica
MOBI_adm1_98,Americas,Argentina,Buenos Aires,AR,No,Argentina
MOBI_adm1_99,Americas,Argentina,Catamarca,AR,No,Argentina
MOBI_adm1_100,Americas,Argentina,Chaco,AR,No,Argentina
MOBI_adm1_101,Americas,Argentina,Chubut,AR,No,Argentina
MOBI_adm1_102,Americas,Argentina,Ciudad Autónoma de Buenos Aires,AR,No,Argentina
MOBI_adm1_103,Americas,Argentina,Córdoba,AR,No,Argentina
MOBI_adm1_104,Americas,Argentina,Corrientes,AR,No,Argentina
MOBI_adm1_105,Americas,Argentina,Formosa,AR,No,Argentina
MOBI_adm1_106,Americas,Argentina,Jujuy,AR,No,Argentina
MOBI_adm1_107,Americas,Argentina,La Pampa,AR,No,Argentina
MOBI_adm1_108,Americas,Argentina,La Roja,AR,No,Argentina
MOBI_adm1_109,Americas,Argentina,Mendoza,AR,No,Argentina
MOBI_adm1_110,Americas,Argentina,Misiones,AR,No,Argentina
MOBI_adm1_111,Americas,Argentina,Neuquén,AR,No,Argentina
MOBI_adm1_112,Americas,Argentina,Río Negro,AR,No,Argentina
MOBI_adm1_113,Americas,Argentina,Salta,AR,No,Argentina
MOBI_adm1_114,Americas,Argentina,San Juan,AR,No,Argentina
MOBI_adm1_115,Americas,Argentina,San Luis,AR,No,Argentina
MOBI_adm1_116,Americas,Argentina,Santa Cruz,AR,No,Argentina
MOBI_adm1_117,Americas,Argentina,Santa Fe,AR,No,Argentina
MOBI_adm1_118,Americas,Argentina,Santiago del Estero,AR,No,Argentina
MOBI_adm1_119,Americas,Argentina,Tierra del Fuego,AR,No,Argentina
MOBI_adm1_120,Americas,Argentina,Tucumán,AR,No,Argentina
MOBI_adm1_121,Europe,Austria,Burgenland,AT,No,Austria
MOBI_adm1_122,Europe,Austria,Kärnten,AT,No,Austria
MOBI_adm1_123,Europe,Austria,Niederösterreich,AT,No,Austria
MOBI_adm1_124,Europe,Austria,Oberösterreich,AT,No,Austria
MOBI_adm1_125,Europe,Austria,Salzburg,AT,No,Austria
MOBI_adm1_126,Europe,Austria,Steiermark,AT,No,Austria
MOBI_adm1_127,Europe,Austria,Tirol,AT,No,Austria
MOBI_adm1_128,Europe,Austria,Vorarlberg,AT,No,Austria
MOBI_adm1_129,Europe,Austria,Wien,AT,No,Austria
MOBI_adm1_130,Oceania,Australia,Australian Capital Territory,AU,No,Australia
MOBI_adm1_131,Oceania,Australia,New South Wales,AU,No,Australia
MOBI_adm1_132,Oceania,Australia,Northern Territory,AU,No,Australia
MOBI_adm1_133,Oceania,Australia,Other Territories,AU,No,Australia
MOBI_adm1_134,Oceania,Australia,Queensland,AU,No,Australia
MOBI_adm1_135,Oceania,Australia,South Australia,AU,No,Australia
MOBI_adm1_136,Oceania,Australia,Tasmania,AU,No,Australia
MOBI_adm1_137,Oceania,Australia,Victoria,AU,No,Australia
MOBI_adm1_138,Oceania,Australia,Western Australia,AU,No,Australia
MOBI_adm1_139,Asia,Azerbaijan,Contiguous Azerbaijan,AZ,No,Azerbaijan
MOBI_adm1_140,Asia,Azerbaijan,Nakhchivan Autonomous Republic,AZ,No,Azerbaijan
MOBI_adm1_141,Europe,Bosnia and Herzegovina,Brčko District,BA,No,Bosnia & Herzegovina
MOBI_adm1_142,Europe,Bosnia and Herzegovina,Federation of Bosnia and Herzegovina,BA,No,Bosnia & Herzegovina
MOBI_adm1_143,Europe,Bosnia and Herzegovina,Republika Srpska,BA,No,Bosnia & Herzegovina
MOBI_adm1_144,Americas,Barbados,Christ Church,BB,No,Barbados
MOBI_adm1_145,Americas,Barbados,Saint Andrew,BB,No,Barbados
MOBI_adm1_146,Americas,Barbados,Saint George,BB,No,Barbados
MOBI_adm1_147,Americas,Barbados,Saint James,BB,No,Barbados
MOBI_adm1_148,Americas,Barbados,Saint John,BB,No,Barbados
MOBI_adm1_149,Americas,Barbados,Saint Joseph,BB,No,Barbados
MOBI_adm1_150,Americas,Barbados,Saint Lucy,BB,No,Barbados
MOBI_adm1_151,Americas,Barbados,Saint Michael,BB,No,Barbados
MOBI_adm1_152,Americas,Barbados,Saint Peter,BB,No,Barbados
MOBI_adm1_153,Americas,Barbados,Saint Philip,BB,No,Barbados
MOBI_adm1_154,Americas,Barbados,Saint Thomas,BB,No,Barbados
MOBI_adm1_155,Asia,Bangladesh,Barisal,BD,No,Bangladesh
MOBI_adm1_156,Asia,Bangladesh,Chittagong,BD,No,Bangladesh
MOBI_adm1_157,Asia,Bangladesh,Dhaka,BD,No,Bangladesh
MOBI_adm1_158,Asia,Bangladesh,Khulna,BD,No,Bangladesh
MOBI_adm1_159,Asia,Bangladesh,Mymensingh,BD,No,Bangladesh
MOBI_adm1_160,Asia,Bangladesh,Rajshani,BD,No,Bangladesh
MOBI_adm1_161,Asia,Bangladesh,Rangpur,BD,No,Bangladesh
MOBI_adm1_162,Asia,Bangladesh,Sylhet,BD,No,Bangladesh
MOBI_adm1_163,Europe,Belgium,Brussels Hoofdstedelijk,BE,No,Belgium
MOBI_adm1_164,Europe,Belgium,Vlaams Gewest,BE,No,Belgium
MOBI_adm1_165,Europe,Belgium,Wallonne Gewest,BE,No,Belgium
MOBI_adm1_166,Africa,Burkina Faso,Boucle du Mouhoun,BF,No,Burkina Faso
MOBI_adm1_167,Africa,Burkina Faso,Cascades,BF,No,Burkina Faso
MOBI_adm1_168,Africa,Burkina Faso,Centre,BF,No,Burkina Faso
MOBI_adm1_169,Africa,Burkina Faso,Centre-Est,BF,No,Burkina Faso
MOBI_adm1_170,Africa,Burkina Faso,Centre-Nord,BF,No,Burkina Faso
MOBI_adm1_171,Africa,Burkina Faso,Centre-Ouest,BF,No,Burkina Faso
MOBI_adm1_172,Africa,Burkina Faso,Centre-Sud,BF,No,Burkina Faso
MOBI_adm1_173,Africa,Burkina Faso,Est,BF,No,Burkina Faso
MOBI_adm1_174,Africa,Burkina Faso,Hauts-Bassins,BF,No,Burkina Faso
MOBI_adm1_175,Africa,Burkina Faso,Nord,BF,No,Burkina Faso
MOBI_adm1_176,Africa,Burkina Faso,Plateau Central,BF,No,Burkina Faso
MOBI_adm1_177,Africa,Burkina Faso,Sahel,BF,No,Burkina Faso
MOBI_adm1_178,Africa,Burkina Faso,Sud-Ouest,BF,No,Burkina Faso
MOBI_adm1_179,Europe,Bulgaria,Blagoevgrad,BG,No,Bulgaria
MOBI_adm1_180,Europe,Bulgaria,Burgas,BG,No,Bulgaria
MOBI_adm1_181,Europe,Bulgaria,Dobrich,BG,No,Bulgaria
MOBI_adm1_182,Europe,Bulgaria,Gabrovo,BG,No,Bulgaria
MOBI_adm1_183,Europe,Bulgaria,Haskovo,BG,No,Bulgaria
MOBI_adm1_184,Europe,Bulgaria,Kardzhali,BG,No,Bulgaria
MOBI_adm1_185,Europe,Bulgaria,Kyustendil,BG,No,Bulgaria
MOBI_adm1_186,Europe,Bulgaria,Lovech,BG,No,Bulgaria
MOBI_adm1_187,Europe,Bulgaria,Montana,BG,No,Bulgaria
MOBI_adm1_188,Europe,Bulgaria,Pazardzhik,BG,No,Bulgaria
MOBI_adm1_189,Europe,Bulgaria,Pernik,BG,No,Bulgaria
MOBI_adm1_190,Europe,Bulgaria,Pleven,BG,No,Bulgaria
MOBI_adm1_191,Europe,Bulgaria,Plovdiv,BG,No,Bulgaria
MOBI_adm1_192,Europe,Bulgaria,Razgrad,BG,No,Bulgaria
MOBI_adm1_193,Europe,Bulgaria,Ruse,BG,No,Bulgaria
MOBI_adm1_194,Europe,Bulgaria,Shumen,BG,No,Bulgaria
MOBI_adm1_195,Europe,Bulgaria,Silistra,BG,No,Bulgaria
MOBI_adm1_196,Europe,Bulgaria,Sliven,BG,No,Bulgaria
MOBI_adm1_197,Europe,Bulgaria,Smolyan,BG,No,Bulgaria
MOBI_adm1_198,Europe,Bulgaria,Sofia,BG,No,Bulgaria
MOBI_adm1_199,Europe,Bulgaria,Sofia City,BG,No,Bulgaria
MOBI_adm1_200,Europe,Bulgaria,Stara Zagora,BG,No,Bulgaria
MOBI_adm1_201,Europe,Bulgaria,Targovishte,BG,No,Bulgaria
MOBI_adm1_202,Europe,Bulgaria,Varna,BG,No,Bulgaria
MOBI_adm1_203,Europe,Bulgaria,Veliko Tarnovo,BG,No,Bulgaria
MOBI_adm1_204,Europe,Bulgaria,Vidin,BG,No,Bulgaria
MOBI_adm1_205,Europe,Bulgaria,Vratsa,BG,No,Bulgaria
MOBI_adm1_206,Europe,Bulgaria,Yambol,BG,No,Bulgaria
MOBI_adm1_207,Asia,Bahrain,Muharraq Governorate,BH,No,Bahrain
MOBI_adm1_208,Asia,Bahrain,Northern Governorate,BH,No,Bahrain
MOBI_adm1_209,Asia,Bahrain,Southern Governorate,BH,No,Bahrain
MOBI_adm1_210,Africa,Burundi,Bubanza,BI,No,Burundi
MOBI_adm1_211,Africa,Burundi,Bujumbura Mairie,BI,No,Burundi
MOBI_adm1_212,Africa,Burundi,Bujumbura Rural,BI,No,Burundi
MOBI_adm1_213,Africa,Burundi,Bururi,BI,No,Burundi
MOBI_adm1_214,Africa,Burundi,Cankuzo,BI,No,Burundi
MOBI_adm1_215,Africa,Burundi,Cibitoke,BI,No,Burundi
MOBI_adm1_216,Africa,Burundi,Gitega,BI,No,Burundi
MOBI_adm1_217,Africa,Burundi,Karuzi,BI,No,Burundi
MOBI_adm1_218,Africa,Burundi,Kayanza,BI,No,Burundi
MOBI_adm1_219,Africa,Burundi,Kirundo,BI,No,Burundi
MOBI_adm1_220,Africa,Burundi,Makamba,BI,No,Burundi
MOBI_adm1_221,Africa,Burundi,Muramvya,BI,No,Burundi
MOBI_adm1_222,Africa,Burundi,Muyinga,BI,No,Burundi
MOBI_adm1_223,Africa,Burundi,Mwaro,BI,No,Burundi
MOBI_adm1_224,Africa,Burundi,Ngozi,BI,No,Burundi
MOBI_adm1_225,Africa,Burundi,Rumonge,BI,No,Burundi
MOBI_adm1_226,Africa,Burundi,Rutana,BI,No,Burundi
MOBI_adm1_227,Africa,Burundi,Ruyigi,BI,No,Burundi
MOBI_adm1_228,Africa,Benin,Alibori,BJ,No,Benin
MOBI_adm1_229,Africa,Benin,Atakora,BJ,No,Benin
MOBI_adm1_230,Africa,Benin,Atlanique,BJ,No,Benin
MOBI_adm1_231,Africa,Benin,Borgou,BJ,No,Benin
MOBI_adm1_232,Africa,Benin,Collines,BJ,No,Benin
MOBI_adm1_233,Africa,Benin,Donga,BJ,No,Benin
MOBI_adm1_234,Africa,Benin,Kouffo,BJ,No,Benin
MOBI_adm1_235,Africa,Benin,Littoral,BJ,No,Benin
MOBI_adm1_236,Africa,Benin,Mono,BJ,No,Benin
MOBI_adm1_237,Africa,Benin,Oueme,BJ,No,Benin
MOBI_adm1_238,Africa,Benin,Plateau,BJ,No,Benin
MOBI_adm1_239,Africa,Benin,Zou,BJ,No,Benin
MOBI_adm1_240,Asia,Brunei Darussalam,Belait,BN,No,Brunei
MOBI_adm1_241,Asia,Brunei Darussalam,Brunei-Muara,BN,No,Brunei
MOBI_adm1_242,Asia,Brunei Darussalam,Temburong,BN,No,Brunei
MOBI_adm1_243,Asia,Brunei Darussalam,Tutong,BN,No,Brunei
MOBI_adm1_244,Americas,Bolivia (Plurinational State of),Beni,BO,No,Bolivia
MOBI_adm1_245,Americas,Bolivia (Plurinational State of),Chuquisaca,BO,No,Bolivia
MOBI_adm1_246,Americas,Bolivia (Plurinational State of),Cochabamba,BO,No,Bolivia
MOBI_adm1_247,Americas,Bolivia (Plurinational State of),La Paz,BO,No,Bolivia
MOBI_adm1_248,Americas,Bolivia (Plurinational State of),Oruro,BO,No,Bolivia
MOBI_adm1_249,Americas,Bolivia (Plurinational State of),Pando,BO,No,Bolivia
MOBI_adm1_250,Americas,Bolivia (Plurinational State of),Potosí,BO,No,Bolivia
MOBI_adm1_251,Americas,Bolivia (Plurinational State of),Santa Cruz,BO,No,Bolivia
MOBI_adm1_252,Americas,Bolivia (Plurinational State of),Tarija,BO,No,Bolivia
MOBI_adm1_253,Americas,Bolivia (Plurinational State of),Pando,BO,No,Bolivia
MOBI_adm1_254,Americas,Brazil,Acre,BR,No,Brazil
MOBI_adm1_255,Americas,Brazil,Alagoas,BR,No,Brazil
MOBI_adm1_256,Americas,Brazil,Amapa,BR,No,Brazil
MOBI_adm1_257,Americas,Brazil,Amazonas,BR,No,Brazil
MOBI_adm1_258,Americas,Brazil,Bahia,BR,No,Brazil
MOBI_adm1_259,Americas,Brazil,Ceara,BR,No,Brazil
MOBI_adm1_260,Americas,Brazil,Distrito Federal,BR,No,Brazil
MOBI_adm1_261,Americas,Brazil,Espirito Santo,BR,No,Brazil
MOBI_adm1_262,Americas,Brazil,Goias,BR,No,Brazil
MOBI_adm1_263,Americas,Brazil,Maranhao,BR,No,Brazil
MOBI_adm1_264,Americas,Brazil,Mato Grosso,BR,No,Brazil
MOBI_adm1_265,Americas,Brazil,Mato Grosso do Sul,BR,No,Brazil
MOBI_adm1_266,Americas,Brazil,Minas Gerais,BR,No,Brazil
MOBI_adm1_267,Americas,Brazil,Para,BR,No,Brazil
MOBI_adm1_268,Americas,Brazil,Paraiba,BR,No,Brazil
MOBI_adm1_269,Americas,Brazil,Parana,BR,No,Brazil
MOBI_adm1_270,Americas,Brazil,Pernambuco,BR,No,Brazil
MOBI_adm1_271,Americas,Brazil,Piaui,BR,No,Brazil
MOBI_adm1_272,Americas,Brazil,Rio de Jeneiro,BR,No,Brazil
MOBI_adm1_273,Americas,Brazil,Rio Granda do Norte,BR,No,Brazil
MOBI_adm1_274,Americas,Brazil,Rio Grande do Sul,BR,No,Brazil
MOBI_adm1_275,Americas,Brazil,Rondonia,BR,No,Brazil
MOBI_adm1_276,Americas,Brazil,Roraima,BR,No,Brazil
MOBI_adm1_277,Americas,Brazil,Santa Catarina,BR,No,Brazil
MOBI_adm1_278,Americas,Brazil,Sao Paulo,BR,No,Brazil
MOBI_adm1_279,Americas,Brazil,Sergipe,BR,No,Brazil
MOBI_adm1_280,Americas,Brazil,Tocantins,BR,No,Brazil
MOBI_adm1_281,Americas,Bahamas (the),Berry Islands,BS,No,"Bahamas, The"
MOBI_adm1_282,Americas,Bahamas (the),Biminis,BS,No,"Bahamas, The"
MOBI_adm1_283,Americas,Bahamas (the),Black Point,BS,No,"Bahamas, The"
MOBI_adm1_284,Americas,Bahamas (the),Central Abaco,BS,No,"Bahamas, The"
MOBI_adm1_285,Americas,Bahamas (the),Central Andros,BS,No,"Bahamas, The"
MOBI_adm1_286,Americas,Bahamas (the),East Grand Bahama,BS,No,"Bahamas, The"
MOBI_adm1_287,Americas,Bahamas (the),Inagua,BS,No,"Bahamas, The"
MOBI_adm1_288,Americas,Bahamas (the),Mangrove Cay,BS,No,"Bahamas, The"
MOBI_adm1_289,Americas,Bahamas (the),Mayaguana,BS,No,"Bahamas, The"
MOBI_adm1_290,Americas,Bahamas (the),Moore's Island,BS,No,"Bahamas, The"
MOBI_adm1_291,Americas,Bahamas (the),New Providence,BS,No,"Bahamas, The"
MOBI_adm1_292,Americas,Bahamas (the),North Andros,BS,No,"Bahamas, The"
MOBI_adm1_293,Americas,Bahamas (the),North Eleuthera,BS,No,"Bahamas, The"
MOBI_adm1_294,Americas,Bahamas (the),Rum Cay,BS,No,"Bahamas, The"
MOBI_adm1_295,Americas,Bahamas (the),San Salvador,BS,No,"Bahamas, The"
MOBI_adm1_296,Americas,Bahamas (the),South Abaco,BS,No,"Bahamas, The"
MOBI_adm1_297,Americas,Bahamas (the),South Andros,BS,No,"Bahamas, The"
MOBI_adm1_298,Americas,Bahamas (the),West Grand Bahama,BS,No,"Bahamas, The"
MOBI_adm1_299,Asia,Bhutan,Bumthang,BT,No,Bhutan
MOBI_adm1_300,Asia,Bhutan,Chukha,BT,No,Bhutan
MOBI_adm1_301,Asia,Bhutan,Dagana,BT,No,Bhutan
MOBI_adm1_302,Asia,Bhutan,Gasa,BT,No,Bhutan
MOBI_adm1_303,Asia,Bhutan,Haa,BT,No,Bhutan
MOBI_adm1_304,Asia,Bhutan,Lhuntse,BT,No,Bhutan
MOBI_adm1_305,Asia,Bhutan,Mongar,BT,No,Bhutan
MOBI_adm1_306,Asia,Bhutan,Paro,BT,No,Bhutan
MOBI_adm1_307,Asia,Bhutan,Pemagatshel,BT,No,Bhutan
MOBI_adm1_308,Asia,Bhutan,Punakha,BT,No,Bhutan
MOBI_adm1_309,Asia,Bhutan,Samdrup Jongkhar,BT,No,Bhutan
MOBI_adm1_310,Asia,Bhutan,Samtse,BT,No,Bhutan
MOBI_adm1_311,Asia,Bhutan,Sarpang,BT,No,Bhutan
MOBI_adm1_312,Asia,Bhutan,Thimpu,BT,No,Bhutan
MOBI_adm1_313,Asia,Bhutan,Trashigang,BT,No,Bhutan
MOBI_adm1_314,Asia,Bhutan,Trashiyangtse,BT,No,Bhutan
MOBI_adm1_315,Asia,Bhutan,Trongsa,BT,No,Bhutan
MOBI_adm1_316,Asia,Bhutan,Tsirang,BT,No,Bhutan
MOBI_adm1_317,Asia,Bhutan,Wangdue Phodrang,BT,No,Bhutan
MOBI_adm1_318,Asia,Bhutan,Zhemgang,BT,No,Bhutan
MOBI_adm1_319,Africa,Botswana,Central District,BW,No,Botswana
MOBI_adm1_320,Africa,Botswana,Chobe District,BW,No,Botswana
MOBI_adm1_321,Africa,Botswana,Ghanzi District,BW,No,Botswana
MOBI_adm1_322,Africa,Botswana,Kgalagadi District,BW,No,Botswana
MOBI_adm1_323,Africa,Botswana,Kgatleng District,BW,No,Botswana
MOBI_adm1_324,Africa,Botswana,Kweneng District,BW,No,Botswana
MOBI_adm1_325,Africa,Botswana,North-East District,BW,No,Botswana
MOBI_adm1_326,Africa,Botswana,North-West District,BW,No,Botswana
MOBI_adm1_327,Africa,Botswana,South-East District,BW,No,Botswana
MOBI_adm1_328,Africa,Botswana,Southern District,BW,No,Botswana
MOBI_adm1_329,Europe,Belarus,Brest,BY,No,Belarus
MOBI_adm1_330,Europe,Belarus,Gomel,BY,No,Belarus
MOBI_adm1_331,Europe,Belarus,Grodno,BY,No,Belarus
MOBI_adm1_332,Europe,Belarus,Minsk,BY,No,Belarus
MOBI_adm1_333,Europe,Belarus,Minsk City,BY,No,Belarus
MOBI_adm1_334,Europe,Belarus,Mogilev,BY,No,Belarus
MOBI_adm1_335,Europe,Belarus,Vitebsk,BY,No,Belarus
MOBI_adm1_336,Americas,Belize,Belize,BZ,No,Belize
MOBI_adm1_337,Americas,Belize,Cayo,BZ,No,Belize
MOBI_adm1_338,Americas,Belize,Corozal,BZ,No,Belize
MOBI_adm1_339,Americas,Belize,Orange Walk,BZ,No,Belize
MOBI_adm1_340,Americas,Belize,Stann Creek,BZ,No,Belize
MOBI_adm1_341,Americas,Belize,Toledo,BZ,No,Belize
MOBI_adm1_342,Americas,Canada,Alberta,CA,No,Canada
MOBI_adm1_343,Americas,Canada,British Columbia,CA,No,Canada
MOBI_adm1_344,Americas,Canada,Manitoba,CA,No,Canada
MOBI_adm1_345,Americas,Canada,New Brunswick,CA,No,Canada
MOBI_adm1_346,Americas,Canada,Newfoundland and Labrador,CA,No,Canada
MOBI_adm1_347,Americas,Canada,Northwest Territories,CA,No,Canada
MOBI_adm1_348,Americas,Canada,Nova Scotia,CA,No,Canada
MOBI_adm1_349,Americas,Canada,Nunavut,CA,No,Canada
MOBI_adm1_350,Americas,Canada,Ontario,CA,No,Canada
MOBI_adm1_351,Americas,Canada,Prince Edward Island,CA,No,Canada
MOBI_adm1_352,Americas,Canada,Quebec,CA,No,Canada
MOBI_adm1_353,Americas,Canada,Saskatchewan,CA,No,Canada
MOBI_adm1_354,Americas,Canada,Yukon,CA,No,Canada
MOBI_adm1_355,Africa,Congo (the Democratic Republic of the),Central Kasai,CD,No,"Congo, Dem Rep of the"
MOBI_adm1_356,Africa,Congo (the Democratic Republic of the),Équateur,CD,No,"Congo, Dem Rep of the"
MOBI_adm1_357,Africa,Congo (the Democratic Republic of the),Haut-Katanga,CD,No,"Congo, Dem Rep of the"
MOBI_adm1_358,Africa,Congo (the Democratic Republic of the),Haut-Lomami,CD,No,"Congo, Dem Rep of the"
MOBI_adm1_359,Africa,Congo (the Democratic Republic of the),Ituri,CD,No,"Congo, Dem Rep of the"
