locationID,continent,country,stateProvince,county,countryCode,isCustomRegion,verbatimCountry,verbatimLocationID,verbatimISO3,countryCode.1
GEO_41942358B46601787133135,Europe,Croatia,Karlovac,Općina Tounj,HR,No,Croatia,{41942358B46601787133135},HRV,HR
GEO_41942358B36294050215639,Europe,Croatia,Karlovac,Općina Vojnić,HR,No,Croatia,{41942358B36294050215639},HRV,HR
GEO_41942358B25315941129808,Europe,Croatia,Karlovac,Općina Žakanje,HR,No,Croatia,{41942358B25315941129808},HRV,HR
GEO_41942358B64447432667276,Europe,Croatia,Koprivnica-Križevci,Grad Đurđevac,HR,No,Croatia,{41942358B64447432667276},HRV,HR
GEO_41942358B2418052653219,Europe,Croatia,Koprivnica-Križevci,Grad Koprivnica,HR,No,Croatia,{41942358B2418052653219},HRV,HR
GEO_41942358B60411505919616,Europe,Croatia,Koprivnica-Križevci,Grad Križevci,HR,No,Croatia,{41942358B60411505919616},HRV,HR
GEO_41942358B59276498124373,Europe,Croatia,Koprivnica-Križevci,Općina Đelekovec,HR,No,Croatia,{41942358B59276498124373},HRV,HR
GEO_41942358B37637194079543,Europe,Croatia,Koprivnica-Križevci,Općina Drnje,HR,No,Croatia,{41942358B37637194079543},HRV,HR
GEO_41942358B11337278078109,Europe,Croatia,Koprivnica-Križevci,Općina Ferdinandovac,HR,No,Croatia,{41942358B11337278078109},HRV,HR
GEO_41942358B62120265702523,Europe,Croatia,Koprivnica-Križevci,Općina Gola,HR,No,Croatia,{41942358B62120265702523},HRV,HR
GEO_41942358B53183839297552,Europe,Croatia,Koprivnica-Križevci,Općina Gornja Rijeka,HR,No,Croatia,{41942358B53183839297552},HRV,HR
GEO_41942358B64532067594520,Europe,Croatia,Koprivnica-Križevci,Općina Hlebine,HR,No,Croatia,{41942358B64532067594520},HRV,HR
GEO_41942358B63952753399274,Europe,Croatia,Koprivnica-Križevci,Općina Kalinovac,HR,No,Croatia,{41942358B63952753399274},HRV,HR
GEO_41942358B68132263738750,Europe,Croatia,Koprivnica-Križevci,Općina Kalnik,HR,No,Croatia,{41942358B68132263738750},HRV,HR
GEO_41942358B1609268830463,Europe,Croatia,Koprivnica-Križevci,Općina Kloštar Podravski,HR,No,Croatia,{41942358B1609268830463},HRV,HR
GEO_41942358B93948299255471,Europe,Croatia,Koprivnica-Križevci,Općina Koprivnički Bregi,HR,No,Croatia,{41942358B93948299255471},HRV,HR
GEO_41942358B77992012766050,Europe,Croatia,Koprivnica-Križevci,Općina Koprivnički Ivanec,HR,No,Croatia,{41942358B77992012766050},HRV,HR
GEO_41942358B19579748364970,Europe,Croatia,Koprivnica-Križevci,Općina Legrad,HR,No,Croatia,{41942358B19579748364970},HRV,HR
GEO_41942358B82555501204175,Europe,Croatia,Koprivnica-Križevci,Općina Molve,HR,No,Croatia,{41942358B82555501204175},HRV,HR
GEO_41942358B94080481803210,Europe,Croatia,Koprivnica-Križevci,Općina Novigrad Podravski,HR,No,Croatia,{41942358B94080481803210},HRV,HR
GEO_41942358B37178214757115,Europe,Croatia,Koprivnica-Križevci,Općina Novo Virje,HR,No,Croatia,{41942358B37178214757115},HRV,HR
GEO_41942358B66440865242644,Europe,Croatia,Koprivnica-Križevci,Općina Peteranec,HR,No,Croatia,{41942358B66440865242644},HRV,HR
GEO_41942358B39809076686132,Europe,Croatia,Koprivnica-Križevci,Općina Podravske Sesvete,HR,No,Croatia,{41942358B39809076686132},HRV,HR
GEO_41942358B77437021683980,Europe,Croatia,Koprivnica-Križevci,Općina Rasinja,HR,No,Croatia,{41942358B77437021683980},HRV,HR
GEO_41942358B44405743339218,Europe,Croatia,Koprivnica-Križevci,Općina Sokolovac,HR,No,Croatia,{41942358B44405743339218},HRV,HR
GEO_41942358B48015914691685,Europe,Croatia,Koprivnica-Križevci,Općina Sveti Ivan Žabno,HR,No,Croatia,{41942358B48015914691685},HRV,HR
GEO_41942358B51730819474103,Europe,Croatia,Koprivnica-Križevci,Općina Sveti Petar Orehovec,HR,No,Croatia,{41942358B51730819474103},HRV,HR
GEO_41942358B88972160294122,Europe,Croatia,Koprivnica-Križevci,Općina Virje,HR,No,Croatia,{41942358B88972160294122},HRV,HR
GEO_41942358B5873204091997,Europe,Croatia,Krapina-Zagorje,Grad Donja Stubica,HR,No,Croatia,{41942358B5873204091997},HRV,HR
GEO_41942358B11577968549196,Europe,Croatia,Krapina-Zagorje,Grad Klanjec,HR,No,Croatia,{41942358B11577968549196},HRV,HR
GEO_41942358B55122966384569,Europe,Croatia,Krapina-Zagorje,Grad Krapina,HR,No,Croatia,{41942358B55122966384569},HRV,HR
GEO_41942358B21672924283440,Europe,Croatia,Krapina-Zagorje,Grad Lobor,HR,No,Croatia,{41942358B21672924283440},HRV,HR
GEO_41942358B87319392238871,Europe,Croatia,Krapina-Zagorje,Grad Oroslavje,HR,No,Croatia,{41942358B87319392238871},HRV,HR
GEO_41942358B83553979787526,Europe,Croatia,Krapina-Zagorje,Grad Pregrada,HR,No,Croatia,{41942358B83553979787526},HRV,HR
GEO_41942358B75991316092026,Europe,Croatia,Krapina-Zagorje,Grad Zabok,HR,No,Croatia,{41942358B75991316092026},HRV,HR
GEO_41942358B34140987939107,Europe,Croatia,Krapina-Zagorje,Grad Zlatar,HR,No,Croatia,{41942358B34140987939107},HRV,HR
GEO_41942358B37540360196284,Europe,Croatia,Krapina-Zagorje,Općina Bedekovčina,HR,No,Croatia,{41942358B37540360196284},HRV,HR
GEO_41942358B31177094298422,Europe,Croatia,Krapina-Zagorje,Općina Budinšćina,HR,No,Croatia,{41942358B31177094298422},HRV,HR
GEO_41942358B73267213731269,Europe,Croatia,Krapina-Zagorje,Općina Desinić,HR,No,Croatia,{41942358B73267213731269},HRV,HR
GEO_41942358B17187424143828,Europe,Croatia,Krapina-Zagorje,Općina Đurmanec,HR,No,Croatia,{41942358B17187424143828},HRV,HR
GEO_41942358B88270027549865,Europe,Croatia,Krapina-Zagorje,Općina Gornja Stubica,HR,No,Croatia,{41942358B88270027549865},HRV,HR
GEO_41942358B76805174440442,Europe,Croatia,Krapina-Zagorje,Općina Hraščina,HR,No,Croatia,{41942358B76805174440442},HRV,HR
GEO_41942358B72798442770714,Europe,Croatia,Krapina-Zagorje,Općina Hum na Sutli,HR,No,Croatia,{41942358B72798442770714},HRV,HR
GEO_41942358B8809011880235,Europe,Croatia,Krapina-Zagorje,Općina Jesenje,HR,No,Croatia,{41942358B8809011880235},HRV,HR
GEO_41942358B36331075965296,Europe,Croatia,Krapina-Zagorje,Općina Konjščina,HR,No,Croatia,{41942358B36331075965296},HRV,HR
GEO_41942358B1484132319361,Europe,Croatia,Krapina-Zagorje,Općina Kraljevec na Sutli,HR,No,Croatia,{41942358B1484132319361},HRV,HR
GEO_41942358B80658296313095,Europe,Croatia,Krapina-Zagorje,Općina Krapinske Toplice,HR,No,Croatia,{41942358B80658296313095},HRV,HR
GEO_41942358B12091913273541,Europe,Croatia,Krapina-Zagorje,Općina Kumrovec,HR,No,Croatia,{41942358B12091913273541},HRV,HR
GEO_41942358B22173332197812,Europe,Croatia,Krapina-Zagorje,Općina Mače,HR,No,Croatia,{41942358B22173332197812},HRV,HR
GEO_41942358B46096847751345,Europe,Croatia,Krapina-Zagorje,Općina Marija Bistrica,HR,No,Croatia,{41942358B46096847751345},HRV,HR
GEO_41942358B18856261551372,Europe,Croatia,Krapina-Zagorje,Općina Mihovljan,HR,No,Croatia,{41942358B18856261551372},HRV,HR
GEO_41942358B70013854828466,Europe,Croatia,Krapina-Zagorje,Općina Novi Golubovec,HR,No,Croatia,{41942358B70013854828466},HRV,HR
GEO_41942358B84832969321941,Europe,Croatia,Krapina-Zagorje,Općina Petrovsko,HR,No,Croatia,{41942358B84832969321941},HRV,HR
GEO_41942358B50291981536642,Europe,Croatia,Krapina-Zagorje,Općina Radoboj,HR,No,Croatia,{41942358B50291981536642},HRV,HR
GEO_41942358B3075374378428,Europe,Croatia,Krapina-Zagorje,Općina Stubičke Toplice,HR,No,Croatia,{41942358B3075374378428},HRV,HR
GEO_41942358B93187405092894,Europe,Croatia,Krapina-Zagorje,Općina Sveti Križ Začretje,HR,No,Croatia,{41942358B93187405092894},HRV,HR
GEO_41942358B56130242537338,Europe,Croatia,Krapina-Zagorje,Općina Tuhelj,HR,No,Croatia,{41942358B56130242537338},HRV,HR
GEO_41942358B66323588033278,Europe,Croatia,Krapina-Zagorje,Općina Veliko Trgovišće,HR,No,Croatia,{41942358B66323588033278},HRV,HR
GEO_41942358B60551938195766,Europe,Croatia,Krapina-Zagorje,Općina Zagorska sela,HR,No,Croatia,{41942358B60551938195766},HRV,HR
GEO_41942358B40908600410241,Europe,Croatia,Krapina-Zagorje,Općina Zlatar Bistrica,HR,No,Croatia,{41942358B40908600410241},HRV,HR
GEO_41942358B18437886938892,Europe,Croatia,Lika-Senj,Grad Gospić,HR,No,Croatia,{41942358B18437886938892},HRV,HR
GEO_41942358B37663074839207,Europe,Croatia,Lika-Senj,Grad Novalja,HR,No,Croatia,{41942358B37663074839207},HRV,HR
GEO_41942358B23713088644074,Europe,Croatia,Lika-Senj,Grad Otočac,HR,No,Croatia,{41942358B23713088644074},HRV,HR
GEO_41942358B47625090696764,Europe,Croatia,Lika-Senj,Grad Senj,HR,No,Croatia,{41942358B47625090696764},HRV,HR
GEO_41942358B83133172786331,Europe,Croatia,Lika-Senj,Općina Brinje,HR,No,Croatia,{41942358B83133172786331},HRV,HR
GEO_41942358B19079753676718,Europe,Croatia,Lika-Senj,Općina Donji Lapac,HR,No,Croatia,{41942358B19079753676718},HRV,HR
GEO_41942358B43833873401555,Europe,Croatia,Lika-Senj,Općina Karlobag,HR,No,Croatia,{41942358B43833873401555},HRV,HR
GEO_41942358B5140071635244,Europe,Croatia,Lika-Senj,Općina Lovinac,HR,No,Croatia,{41942358B5140071635244},HRV,HR
GEO_41942358B37400713872492,Europe,Croatia,Lika-Senj,Općina Perušić,HR,No,Croatia,{41942358B37400713872492},HRV,HR
GEO_41942358B37329292620196,Europe,Croatia,Lika-Senj,Općina Plitvička Jezera,HR,No,Croatia,{41942358B37329292620196},HRV,HR
GEO_41942358B464961087858,Europe,Croatia,Lika-Senj,Općina Udbina,HR,No,Croatia,{41942358B464961087858},HRV,HR
GEO_41942358B28112698356135,Europe,Croatia,Lika-Senj,Općina Vrhovine,HR,No,Croatia,{41942358B28112698356135},HRV,HR
GEO_41942358B93167508493012,Europe,Croatia,Međimurje,Grad Čakovec,HR,No,Croatia,{41942358B93167508493012},HRV,HR
GEO_41942358B5918306245963,Europe,Croatia,Međimurje,Grad Mursko Središće,HR,No,Croatia,{41942358B5918306245963},HRV,HR
GEO_41942358B40529434284591,Europe,Croatia,Međimurje,Grad Prelog,HR,No,Croatia,{41942358B40529434284591},HRV,HR
GEO_41942358B72448585049503,Europe,Croatia,Međimurje,Općina Belica,HR,No,Croatia,{41942358B72448585049503},HRV,HR
GEO_41942358B60776691719392,Europe,Croatia,Međimurje,Općina Dekanovec,HR,No,Croatia,{41942358B60776691719392},HRV,HR
GEO_41942358B17184307011848,Europe,Croatia,Međimurje,Općina Domašinec,HR,No,Croatia,{41942358B17184307011848},HRV,HR
GEO_41942358B16349558507884,Europe,Croatia,Međimurje,Općina Donja Dubrava,HR,No,Croatia,{41942358B16349558507884},HRV,HR
GEO_41942358B16708212460166,Europe,Croatia,Međimurje,Općina Donji Kraljevec,HR,No,Croatia,{41942358B16708212460166},HRV,HR
GEO_41942358B11965275842876,Europe,Croatia,Međimurje,Općina Donji Vidovec,HR,No,Croatia,{41942358B11965275842876},HRV,HR
GEO_41942358B15833040511263,Europe,Croatia,Međimurje,Općina Goričan,HR,No,Croatia,{41942358B15833040511263},HRV,HR
GEO_41942358B93705888850267,Europe,Croatia,Međimurje,Općina Gornji Mihaljevec,HR,No,Croatia,{41942358B93705888850267},HRV,HR
GEO_41942358B54667126156533,Europe,Croatia,Međimurje,Općina Kotoriba,HR,No,Croatia,{41942358B54667126156533},HRV,HR
GEO_41942358B84272183032833,Europe,Croatia,Međimurje,Općina Mala Subotica,HR,No,Croatia,{41942358B84272183032833},HRV,HR
GEO_41942358B9790195174178,Europe,Croatia,Međimurje,Općina Nedelišće,HR,No,Croatia,{41942358B9790195174178},HRV,HR
GEO_41942358B62485319232197,Europe,Croatia,Međimurje,Općina Orehovica,HR,No,Croatia,{41942358B62485319232197},HRV,HR
GEO_41942358B67321750216915,Europe,Croatia,Međimurje,Općina Podturen,HR,No,Croatia,{41942358B67321750216915},HRV,HR
GEO_41942358B72101054621020,Europe,Croatia,Međimurje,Općina Pribislavec,HR,No,Croatia,{41942358B72101054621020},HRV,HR
GEO_41942358B58087706082188,Europe,Croatia,Međimurje,Općina Selnica,HR,No,Croatia,{41942358B58087706082188},HRV,HR
GEO_41942358B15837732806851,Europe,Croatia,Međimurje,Općina Šenkovec,HR,No,Croatia,{41942358B15837732806851},HRV,HR
GEO_41942358B93206939231013,Europe,Croatia,Međimurje,Općina Strahoninec,HR,No,Croatia,{41942358B93206939231013},HRV,HR
GEO_41942358B97088486280159,Europe,Croatia,Međimurje,Općina Štrigova,HR,No,Croatia,{41942358B97088486280159},HRV,HR
GEO_41942358B55180713207397,Europe,Croatia,Međimurje,Općina Sveta Marija,HR,No,Croatia,{41942358B55180713207397},HRV,HR
GEO_41942358B70830817484591,Europe,Croatia,Međimurje,Općina Sveti Juraj na Bregu,HR,No,Croatia,{41942358B70830817484591},HRV,HR
GEO_41942358B6726726376933,Europe,Croatia,Međimurje,Općina Sveti Martin na Muri,HR,No,Croatia,{41942358B6726726376933},HRV,HR
GEO_41942358B27365842198437,Europe,Croatia,Međimurje,Općina Vratišinec,HR,No,Croatia,{41942358B27365842198437},HRV,HR
GEO_41942358B55009736004667,Europe,Croatia,Osijek-Baranja,Grad Beli Manastir,HR,No,Croatia,{41942358B55009736004667},HRV,HR
GEO_41942358B83936306331720,Europe,Croatia,Osijek-Baranja,Grad Belišće,HR,No,Croatia,{41942358B83936306331720},HRV,HR
GEO_41942358B74230403119288,Europe,Croatia,Osijek-Baranja,Grad Đakovo,HR,No,Croatia,{41942358B74230403119288},HRV,HR
GEO_41942358B15513479001073,Europe,Croatia,Osijek-Baranja,Grad Donji Miholjac,HR,No,Croatia,{41942358B15513479001073},HRV,HR
GEO_41942358B55937535966272,Europe,Croatia,Osijek-Baranja,Grad Našice,HR,No,Croatia,{41942358B55937535966272},HRV,HR
GEO_41942358B76899821887034,Europe,Croatia,Osijek-Baranja,Grad Osijek,HR,No,Croatia,{41942358B76899821887034},HRV,HR
GEO_41942358B14439003612860,Europe,Croatia,Osijek-Baranja,Grad Valpovo,HR,No,Croatia,{41942358B14439003612860},HRV,HR
GEO_41942358B64631398606645,Europe,Croatia,Osijek-Baranja,Općina Antunovac,HR,No,Croatia,{41942358B64631398606645},HRV,HR
GEO_41942358B29255129304529,Europe,Croatia,Osijek-Baranja,Općina Bilje,HR,No,Croatia,{41942358B29255129304529},HRV,HR
GEO_41942358B72049313505597,Europe,Croatia,Osijek-Baranja,Općina Bizovac,HR,No,Croatia,{41942358B72049313505597},HRV,HR
GEO_41942358B22178609594619,Europe,Croatia,Osijek-Baranja,Općina Čeminac,HR,No,Croatia,{41942358B22178609594619},HRV,HR
GEO_41942358B11999988634347,Europe,Croatia,Osijek-Baranja,Općina Čepin,HR,No,Croatia,{41942358B11999988634347},HRV,HR
GEO_41942358B83840905876894,Europe,Croatia,Osijek-Baranja,Općina Darda,HR,No,Croatia,{41942358B83840905876894},HRV,HR
GEO_41942358B31858684565742,Europe,Croatia,Osijek-Baranja,Općina Donja Motičina,HR,No,Croatia,{41942358B31858684565742},HRV,HR
GEO_41942358B96352283273979,Europe,Croatia,Osijek-Baranja,Općina Draž,HR,No,Croatia,{41942358B96352283273979},HRV,HR
GEO_41942358B38569390414051,Europe,Croatia,Osijek-Baranja,Općina Drenje,HR,No,Croatia,{41942358B38569390414051},HRV,HR
GEO_41942358B61145138123050,Europe,Croatia,Osijek-Baranja,Općina Đurđenovac,HR,No,Croatia,{41942358B61145138123050},HRV,HR
GEO_41942358B76274053108570,Europe,Croatia,Osijek-Baranja,Općina Erdut,HR,No,Croatia,{41942358B76274053108570},HRV,HR
GEO_41942358B64830075520803,Europe,Croatia,Osijek-Baranja,Općina Ernestinovo,HR,No,Croatia,{41942358B64830075520803},HRV,HR
GEO_41942358B24260279509820,Europe,Croatia,Osijek-Baranja,Općina Feričanci,HR,No,Croatia,{41942358B24260279509820},HRV,HR
GEO_41942358B42043584359745,Europe,Croatia,Osijek-Baranja,Općina Gorjani,HR,No,Croatia,{41942358B42043584359745},HRV,HR
GEO_41942358B84675166182844,Europe,Croatia,Osijek-Baranja,Općina Jagodnjak,HR,No,Croatia,{41942358B84675166182844},HRV,HR
GEO_41942358B48067545354715,Europe,Croatia,Osijek-Baranja,Općina Kneževi Vinogradi,HR,No,Croatia,{41942358B48067545354715},HRV,HR
GEO_41942358B88862880534747,Europe,Croatia,Osijek-Baranja,Općina Koška,HR,No,Croatia,{41942358B88862880534747},HRV,HR
GEO_41942358B37019412799713,Europe,Croatia,Osijek-Baranja,Općina Levanjska Varoš,HR,No,Croatia,{41942358B37019412799713},HRV,HR
GEO_41942358B16839252431518,Europe,Croatia,Osijek-Baranja,Općina Magdenovac,HR,No,Croatia,{41942358B16839252431518},HRV,HR
GEO_41942358B12927097418582,Europe,Croatia,Osijek-Baranja,Općina Marijanci,HR,No,Croatia,{41942358B12927097418582},HRV,HR
GEO_41942358B48811452522993,Europe,Croatia,Osijek-Baranja,Općina Petlovac,HR,No,Croatia,{41942358B48811452522993},HRV,HR
GEO_41942358B7992413155148,Europe,Croatia,Osijek-Baranja,Općina Petrijevci,HR,No,Croatia,{41942358B7992413155148},HRV,HR
GEO_41942358B30030645114958,Europe,Croatia,Osijek-Baranja,Općina Podgorač,HR,No,Croatia,{41942358B30030645114958},HRV,HR
GEO_41942358B9657091356146,Europe,Croatia,Osijek-Baranja,Općina Podravska Moslavina,HR,No,Croatia,{41942358B9657091356146},HRV,HR
GEO_41942358B65505055615012,Europe,Croatia,Osijek-Baranja,Općina Popovac,HR,No,Croatia,{41942358B65505055615012},HRV,HR
GEO_41942358B89475493983587,Europe,Croatia,Osijek-Baranja,Općina Punitovci,HR,No,Croatia,{41942358B89475493983587},HRV,HR
GEO_41942358B41964845768137,Europe,Croatia,Osijek-Baranja,Općina Satnica Đakovačka,HR,No,Croatia,{41942358B41964845768137},HRV,HR
GEO_41942358B14451556641636,Europe,Croatia,Osijek-Baranja,Općina Semeljci,HR,No,Croatia,{41942358B14451556641636},HRV,HR
GEO_41942358B40031909993405,Europe,Croatia,Osijek-Baranja,Općina Šodolovci,HR,No,Croatia,{41942358B40031909993405},HRV,HR
GEO_41942358B60516813250107,Europe,Croatia,Osijek-Baranja,Općina Strizivojna,HR,No,Croatia,{41942358B60516813250107},HRV,HR
GEO_41942358B55576861905827,Europe,Croatia,Osijek-Baranja,Općina Trnava,HR,No,Croatia,{41942358B55576861905827},HRV,HR
GEO_41942358B36185360982273,Europe,Croatia,Osijek-Baranja,Općina Viljevo,HR,No,Croatia,{41942358B36185360982273},HRV,HR
GEO_41942358B62489498403929,Europe,Croatia,Osijek-Baranja,Općina Viškovci,HR,No,Croatia,{41942358B62489498403929},HRV,HR
GEO_41942358B44296742675796,Europe,Croatia,Osijek-Baranja,Općina Vladislavci,HR,No,Croatia,{41942358B44296742675796},HRV,HR
GEO_41942358B52972755512061,Europe,Croatia,Osijek-Baranja,Općina Vuka,HR,No,Croatia,{41942358B52972755512061},HRV,HR
GEO_41942358B94141520470755,Europe,Croatia,Požega-Slavonia,Grad Kutjevo,HR,No,Croatia,{41942358B94141520470755},HRV,HR
GEO_41942358B57122337341822,Europe,Croatia,Požega-Slavonia,Grad Lipik,HR,No,Croatia,{41942358B57122337341822},HRV,HR
GEO_41942358B72735115431411,Europe,Croatia,Požega-Slavonia,Grad Pakrac,HR,No,Croatia,{41942358B72735115431411},HRV,HR
GEO_41942358B68731238698366,Europe,Croatia,Požega-Slavonia,Grad Pleternica,HR,No,Croatia,{41942358B68731238698366},HRV,HR
GEO_41942358B62336327656145,Europe,Croatia,Požega-Slavonia,Grad Požega,HR,No,Croatia,{41942358B62336327656145},HRV,HR
GEO_41942358B39006440291220,Europe,Croatia,Požega-Slavonia,Općina Brestovac,HR,No,Croatia,{41942358B39006440291220},HRV,HR
GEO_41942358B98601476985561,Europe,Croatia,Požega-Slavonia,Općina Čaglin,HR,No,Croatia,{41942358B98601476985561},HRV,HR
GEO_41942358B44648318365963,Europe,Croatia,Požega-Slavonia,Općina Jakšić,HR,No,Croatia,{41942358B44648318365963},HRV,HR
GEO_41942358B76380389567485,Europe,Croatia,Požega-Slavonia,Općina Kaptol,HR,No,Croatia,{41942358B76380389567485},HRV,HR
GEO_41942358B1743176018928,Europe,Croatia,Požega-Slavonia,Općina Velika,HR,No,Croatia,{41942358B1743176018928},HRV,HR
GEO_41942358B45908620030529,Europe,Croatia,Primorje-Gorski Kotar,Grad Bakar,HR,No,Croatia,{41942358B45908620030529},HRV,HR
GEO_41942358B74696294231319,Europe,Croatia,Primorje-Gorski Kotar,Grad Čabar,HR,No,Croatia,{41942358B74696294231319},HRV,HR
GEO_41942358B8425747882948,Europe,Croatia,Primorje-Gorski Kotar,Grad Crikvenica,HR,No,Croatia,{41942358B8425747882948},HRV,HR
GEO_41942358B66479585284218,Europe,Croatia,Primorje-Gorski Kotar,Grad Delnice,HR,No,Croatia,{41942358B66479585284218},HRV,HR
GEO_41942358B6089837574629,Europe,Croatia,Primorje-Gorski Kotar,Grad Kastav,HR,No,Croatia,{41942358B6089837574629},HRV,HR
GEO_41942358B65119240177861,Europe,Croatia,Primorje-Gorski Kotar,Grad Kraljevica,HR,No,Croatia,{41942358B65119240177861},HRV,HR
GEO_41942358B34203868969139,Europe,Croatia,Primorje-Gorski Kotar,Grad Novi Vinodolski,HR,No,Croatia,{41942358B34203868969139},HRV,HR
GEO_41942358B35810574170279,Europe,Croatia,Primorje-Gorski Kotar,Grad Opatija,HR,No,Croatia,{41942358B35810574170279},HRV,HR
GEO_41942358B47782710704848,Europe,Croatia,Primorje-Gorski Kotar,Grad Rab,HR,No,Croatia,{41942358B47782710704848},HRV,HR
GEO_41942358B36932740896564,Europe,Croatia,Primorje-Gorski Kotar,Grad Rijeka,HR,No,Croatia,{41942358B36932740896564},HRV,HR
GEO_41942358B86558751833149,Europe,Croatia,Primorje-Gorski Kotar,Grad Vrbovsko,HR,No,Croatia,{41942358B86558751833149},HRV,HR
GEO_41942358B81198498025036,Europe,Croatia,Primorje-Gorski Kotar,Općina Brod Moravice,HR,No,Croatia,{41942358B81198498025036},HRV,HR
GEO_41942358B97852125593877,Europe,Croatia,Primorje-Gorski Kotar,Općina Čavle,HR,No,Croatia,{41942358B97852125593877},HRV,HR
GEO_41942358B85318372077998,Europe,Croatia,Primorje-Gorski Kotar,Općina Fužine,HR,No,Croatia,{41942358B85318372077998},HRV,HR
GEO_41942358B7323629852254,Europe,Croatia,Primorje-Gorski Kotar,Općina Jelenje,HR,No,Croatia,{41942358B7323629852254},HRV,HR
GEO_41942358B52907632095617,Europe,Croatia,Primorje-Gorski Kotar,Općina Klana,HR,No,Croatia,{41942358B52907632095617},HRV,HR
GEO_41942358B95509150368472,Europe,Croatia,Primorje-Gorski Kotar,Općina Kostrena,HR,No,Croatia,{41942358B95509150368472},HRV,HR
GEO_41942358B22825608568168,Europe,Croatia,Primorje-Gorski Kotar,Općina Lokve,HR,No,Croatia,{41942358B22825608568168},HRV,HR
GEO_41942358B14914879185307,Europe,Croatia,Primorje-Gorski Kotar,Općina Lopar,HR,No,Croatia,{41942358B14914879185307},HRV,HR
GEO_41942358B16590455349788,Europe,Croatia,Primorje-Gorski Kotar,Općina Lovran,HR,No,Croatia,{41942358B16590455349788},HRV,HR
GEO_41942358B5836347330991,Europe,Croatia,Primorje-Gorski Kotar,Općina Malinska - Dubašnica,HR,No,Croatia,{41942358B5836347330991},HRV,HR
GEO_41942358B91515281449110,Europe,Croatia,Primorje-Gorski Kotar,Općina Matulji,HR,No,Croatia,{41942358B91515281449110},HRV,HR
GEO_41942358B17087088866920,Europe,Croatia,Primorje-Gorski Kotar,Općina Mošćenička Draga,HR,No,Croatia,{41942358B17087088866920},HRV,HR
GEO_41942358B87973836998774,Europe,Croatia,Primorje-Gorski Kotar,Općina Mrkopalj,HR,No,Croatia,{41942358B87973836998774},HRV,HR
GEO_41942358B49071142298261,Europe,Croatia,Primorje-Gorski Kotar,Općina Omišalj,HR,No,Croatia,{41942358B49071142298261},HRV,HR
GEO_41942358B96307253127715,Europe,Croatia,Primorje-Gorski Kotar,Općina Ravna Gora,HR,No,Croatia,{41942358B96307253127715},HRV,HR
GEO_41942358B38972340019198,Europe,Croatia,Primorje-Gorski Kotar,Općina Skrad,HR,No,Croatia,{41942358B38972340019198},HRV,HR
GEO_41942358B43166278652034,Europe,Croatia,Primorje-Gorski Kotar,Općina Vinodolska općina,HR,No,Croatia,{41942358B43166278652034},HRV,HR
GEO_41942358B69296662731202,Europe,Croatia,Primorje-Gorski Kotar,Općina Viškovo,HR,No,Croatia,{41942358B69296662731202},HRV,HR
GEO_41942358B79231692090815,Europe,Croatia,Primorje-Gorski Kotar,Otok Cres,HR,No,Croatia,{41942358B79231692090815},HRV,HR
GEO_41942358B45790635822188,Europe,Croatia,Primorje-Gorski Kotar,Otok Krk,HR,No,Croatia,{41942358B45790635822188},HRV,HR
GEO_41942358B44165772001796,Europe,Croatia,Šibenik-Knin,Grad Drniš,HR,No,Croatia,{41942358B44165772001796},HRV,HR
GEO_41942358B41124787035973,Europe,Croatia,Šibenik-Knin,Grad Knin,HR,No,Croatia,{41942358B41124787035973},HRV,HR
GEO_41942358B48584796905591,Europe,Croatia,Šibenik-Knin,Grad Šibenik,HR,No,Croatia,{41942358B48584796905591},HRV,HR
GEO_41942358B6783725556911,Europe,Croatia,Šibenik-Knin,Grad Skradin,HR,No,Croatia,{41942358B6783725556911},HRV,HR
GEO_41942358B24722251168103,Europe,Croatia,Šibenik-Knin,Grad Vodice,HR,No,Croatia,{41942358B24722251168103},HRV,HR
GEO_41942358B43892763772063,Europe,Croatia,Šibenik-Knin,Općina Bilice,HR,No,Croatia,{41942358B43892763772063},HRV,HR
GEO_41942358B89352184046612,Europe,Croatia,Šibenik-Knin,Općina Biskupija,HR,No,Croatia,{41942358B89352184046612},HRV,HR
GEO_41942358B46644525673604,Europe,Croatia,Šibenik-Knin,Općina Civljane,HR,No,Croatia,{41942358B46644525673604},HRV,HR
GEO_41942358B70187141193283,Europe,Croatia,Šibenik-Knin,Općina Ervenik,HR,No,Croatia,{41942358B70187141193283},HRV,HR
GEO_41942358B24073410923734,Europe,Croatia,Šibenik-Knin,Općina Kijevo,HR,No,Croatia,{41942358B24073410923734},HRV,HR
GEO_41942358B76706993584634,Europe,Croatia,Šibenik-Knin,Općina Kistanje,HR,No,Croatia,{41942358B76706993584634},HRV,HR
GEO_41942358B78317909042404,Europe,Croatia,Šibenik-Knin,Općina Primošten,HR,No,Croatia,{41942358B78317909042404},HRV,HR
GEO_41942358B37296056589464,Europe,Croatia,Šibenik-Knin,Općina Promina,HR,No,Croatia,{41942358B37296056589464},HRV,HR
GEO_41942358B58556709967524,Europe,Croatia,Šibenik-Knin,Općina Rogoznica,HR,No,Croatia,{41942358B58556709967524},HRV,HR
GEO_41942358B4975861556846,Europe,Croatia,Šibenik-Knin,Općina Ružić,HR,No,Croatia,{41942358B4975861556846},HRV,HR
GEO_41942358B90591399791280,Europe,Croatia,Šibenik-Knin,Općina Unešić,HR,No,Croatia,{41942358B90591399791280},HRV,HR
